Species,ID_pine,ID_spruce,GO,ID_arabidopsis,Gene name,Gene description,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Norway spruce,,MA_7901881g0010,GO:0030001,AT1G01490.2,,Heavy metal transport/detoxification superfamily protein ,SHADE>SUN,50.15258087,-5.331716032,0.658881446,-8.092071895,5.87E-16,2.06E-13
Scots pine ,PITA_000079657,MA_7901881g0010,GO:0030001,AT1G01490.2,,Heavy metal transport/detoxification superfamily protein ,SHADE>SUN,16.81258867,-0.604897568,0.649315904,-0.931592102,0.351547366,0.730381243
Scots pine ,PITA_000071243,MA_7901881g0010,GO:0030001,AT1G01490.2,,Heavy metal transport/detoxification superfamily protein ,SHADE>SUN,14.13389547,-0.615252031,0.653023851,-0.94215859,0.346111451,0.730295799
Scots pine ,PITA_000043445,MA_7901881g0010,GO:0030001,AT1G01490.2,,Heavy metal transport/detoxification superfamily protein ,SHADE>SUN,68.52774213,-0.685091447,0.299191068,-2.289812499,0.022032188,0.142105254
Norway spruce,,MA_79150g0010,,AT1G19530.1,,unknown,SHADE>SUN,15.78209506,-1.70185896,0.459553163,-3.703290707,0.000212821,0.00573177
Scots pine ,PITA_000064696,MA_79150g0010,,AT1G19530.1,,unknown,SHADE>SUN,18.86838119,-1.051894609,0.345452148,-3.044979211,0.002326964,0.02490825
Norway spruce,,MA_79460g0010,GO:0000166,AT5G42800.1,DFR,,,,,,,,
Scots pine ,PITA_000025526,MA_79460g0010,GO:0000166,AT5G42800.1,DFR,,,,,,,,
Norway spruce,,MA_7947g0030,GO:0004664,AT1G08250.1,ADT6,arogenate dehydratase 6,SHADE<SUN,143.3517992,0.907961996,0.187547182,4.841245744,1.29E-06,7.89E-05
Scots pine ,PITA_000033332,MA_7947g0030,GO:0004664,AT1G08250.1,ADT6,arogenate dehydratase 6,SHADE<SUN,132.6245729,0.147062496,0.361177872,0.407174712,0.683879673,0.923966908
Norway spruce,,MA_8061442g0010,,AT2G29000.1,,Leucine-rich repeat protein kinase family protein,SHADE<SUN,192.5384274,1.315050509,0.332035025,3.960577676,7.48E-05,0.002432889
Scots pine ,PITA_000029788,MA_8061442g0010,,AT2G29000.1,,Leucine-rich repeat protein kinase family protein,SHADE>SUN,52.61484183,-0.789778957,0.608056556,-1.298857728,0.193992759,0.57566836
Norway spruce,,MA_8090186g0010,GO:0048731,AT4G36920.2,AP2,,,,,,,,
Scots pine ,PITA_000023916,MA_8090186g0010,GO:0048731,AT4G36920.2,AP2,,,,,,,,
Norway spruce,,MA_8097895g0010,,AT1G56580.1,SVB,Protein of unknown function,,,,,,,
Scots pine ,PITA_000065661,MA_8097895g0010,,AT1G56580.1,SVB,Protein of unknown function,,,,,,,
Norway spruce,,MA_8156728g0010,GO:0004091,AT3G03990.1,,alpha/beta-Hydrolases superfamily protein,SHADE>SUN,68.16175136,-1.742142145,0.29547118,-5.89614914,3.72E-09,4.27E-07
Scots pine ,PITA_000001130,MA_8156728g0010,GO:0004091,AT3G03990.1,,alpha/beta-Hydrolases superfamily protein,SHADE<SUN,152.1131163,0.320122379,0.222498281,1.438763381,0.150217575,0.499545337
Norway spruce,,MA_8167318g0010,,AT4G16442.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,65.28580764,-1.346478881,0.273421165,-4.924559808,8.46E-07,5.40E-05
Scots pine ,PITA_000014420,MA_8167318g0010,,AT4G16442.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,80.64812583,-0.600940856,0.380939452,-1.577523285,0.114675169,0.426818457
Norway spruce,,MA_8277894g0010,,AT5G51820.1,ATPGMP,,,,,,,,
Scots pine ,PITA_000021859,MA_8277894g0010,,AT5G51820.1,ATPGMP,,,,,,,,
Scots pine ,PITA_000082462,MA_8277894g0010,,AT5G51820.1,ATPGMP,,,,,,,,
Norway spruce,,MA_8291g0010,,AT3G01015.1,,TPX2 (targeting protein for Xklp2) protein family,SHADE<SUN,270.6681017,1.049576451,0.237628469,4.416880085,1.00E-05,0.000459188
Scots pine ,PITA_000036818,MA_8291g0010,,AT3G01015.1,,TPX2 (targeting protein for Xklp2) protein family,SHADE<SUN,220.0078532,0.040831697,0.215798893,0.189211802,0.849926818,0.971070354
Scots pine ,PITA_000074554,MA_8291g0010,,AT3G01015.1,,TPX2 (targeting protein for Xklp2) protein family,SHADE<SUN,87.91019033,0.226368403,0.326343541,0.693650629,0.487901334,0.832295049
Norway spruce,,MA_8332g0010,GO:0004527,AT3G27970.1,,Exonuclease family protein,SHADE>SUN,41.99710576,-1.032261689,0.298926682,-3.453227003,0.000553923,0.012204566
Scots pine ,PITA_000093888,MA_8332g0010,GO:0004527,AT3G27970.1,,Exonuclease family protein,SHADE<SUN,1220.22518,0.5391522,0.84568229,0.637535166,0.523776311,0.855418174
Norway spruce,,MA_8342156g0010,,AT1G64160.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE<SUN,2647.060196,1.844901501,0.425177845,4.339128964,1.43E-05,0.000613391
Scots pine ,PITA_000021801,MA_8342156g0010,,AT1G64160.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE<SUN,222.9088057,0.893345358,0.482642336,1.850946949,0.064177186,0.298993298
Scots pine ,PITA_000054416,MA_8342156g0010,,AT1G64160.1,,Disease resistance-responsive (dirigent-like protein) family protein,SHADE>SUN,15.23776672,-0.120524557,0.814660869,-0.147944453,0.882386606,0.979688509
Norway spruce,,MA_839621g0010,,AT4G11030.1,,AMP-dependent synthetase and ligase family protein,SHADE>SUN,65.95496613,-1.290497565,0.331964184,-3.887460234,0.000101299,0.003146865
Scots pine ,PITA_000028898,MA_839621g0010,,AT4G11030.1,,AMP-dependent synthetase and ligase family protein,SHADE>SUN,138.8971264,-0.135278358,0.650774605,-0.207872828,0.835328265,0.966843625
Norway spruce,,MA_86450g0010,,AT5G16710.1,DHAR3,dehydroascorbate reductase 1,SHADE<SUN,202.0151257,0.64200167,0.186675107,3.439139155,0.000583567,0.012735785
Scots pine ,PITA_000030658,MA_86450g0010,,AT5G16710.1,DHAR3,dehydroascorbate reductase 1,SHADE<SUN,404.0829317,0.610780095,0.650865046,0.938412807,0.348032307,0.730295799
Scots pine ,PITA_000038533,MA_86450g0010,,AT5G16710.1,DHAR3,dehydroascorbate reductase 1,SHADE>SUN,52.94056884,-0.903574193,0.826649533,-1.093055954,0.274369233,0.683112078
Norway spruce,,MA_86565g0010,,AT5G23420.1,HMGB6,high-mobility group box 6,SHADE<SUN,357.4894845,0.955121844,0.202820963,4.709187009,2.49E-06,0.000141122
Scots pine ,PITA_000029791,MA_86565g0010,,AT5G23420.1,HMGB6,high-mobility group box 6,SHADE<SUN,169.278912,0.029180789,0.51034096,0.057179007,0.954402601,0.992287799
Scots pine ,PITA_000037128,MA_86565g0010,,AT5G23420.1,HMGB6,high-mobility group box 6,SHADE>SUN,187.1407793,-0.094091478,0.324405384,-0.290042899,0.771783419,0.949865712
Norway spruce,,MA_8691g0010,GO:0016798,AT4G16260.1,,Glycosyl hydrolase superfamily protein,SHADE<SUN,77.87729399,1.801286415,0.318491729,5.655677217,1.55E-08,1.54E-06
Scots pine ,PITA_000040897,MA_8691g0010,GO:0016798,AT4G16260.1,,Glycosyl hydrolase superfamily protein,SHADE>SUN,137.151058,-0.295732107,0.546260805,-0.541375299,0.588248929,0.887680607
Norway spruce,,MA_86938g0010,,AT5G15720.1,GLIP7,GDSL-motif lipase 7,SHADE<SUN,233.5365689,1.791399114,0.362067395,4.947695211,7.51E-07,4.87E-05
Scots pine ,PITA_000010715,MA_86938g0010,,AT5G15720.1,GLIP7,GDSL-motif lipase 7,SHADE>SUN,38.08542606,-0.478465977,0.388524726,-1.231494276,0.218138056,0.610379704
Norway spruce,,MA_87001g0010,,AT4G36850.1,,PQ-loop repeat family protein / transmembrane family protein,SHADE>SUN,26.02368497,-1.491161281,0.424800166,-3.5102653,0.00044766,0.010301647
Scots pine ,PITA_000007835,MA_87001g0010,,AT4G36850.1,,PQ-loop repeat family protein / transmembrane family protein,SHADE<SUN,29.04972671,0.299763022,0.854917556,0.350633836,0.725863069,0.935813185
Scots pine ,PITA_000049000,MA_87001g0010,,AT4G36850.1,,PQ-loop repeat family protein / transmembrane family protein,SHADE>SUN,46.320637,-0.316164426,0.797716581,-0.396336787,0.691856593,0.927083044
Norway spruce,,MA_8732g0010,,AT2G42760.1,,unknown,SHADE>SUN,58.13390007,-1.49197613,0.318848201,-4.67926783,2.88E-06,0.000160288
Scots pine ,PITA_000024512,MA_8732g0010,,AT2G42760.1,,unknown,SHADE>SUN,52.32620796,-0.000840009,0.228320718,-0.003679074,0.99706453,0.99930902
Norway spruce,,MA_878697g0020,,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,853.1026033,2.69754681,0.528363859,5.105471851,3.30E-07,2.37E-05
Scots pine ,PITA_000008666,MA_878697g0020,,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,1040.566763,0.389457612,0.643814294,0.604922282,0.545230637,0.868235115
Norway spruce,,MA_87937g0010,GO:0000166,AT2G22780.1,PMDH1,peroxisomal NAD-malate dehydrogenase 1,SHADE<SUN,1269.311031,1.044487891,0.239368058,4.363522436,1.28E-05,0.000559218
Scots pine ,PITA_000061586,MA_87937g0010,GO:0000166,AT2G22780.1,PMDH1,peroxisomal NAD-malate dehydrogenase 1,SHADE<SUN,85.24630415,0.147213833,0.164543886,0.894678232,0.370959118,0.745215916
Norway spruce,,MA_8827g0010,,AT4G13370.1,,Plant protein of unknown function (DUF936),SHADE<SUN,194.8061036,0.892431413,0.243085263,3.671269099,0.000241349,0.006323304
Scots pine ,PITA_000038342,MA_8827g0010,,AT4G13370.1,,Plant protein of unknown function (DUF936),SHADE<SUN,106.9847526,0.017248667,0.158078729,0.109114411,0.913111745,0.986165632
Scots pine ,PITA_000036199,MA_8827g0010,,AT4G13370.1,,Plant protein of unknown function (DUF936),SHADE<SUN,258.402069,0.164598245,0.344513416,0.477770204,0.632813771,0.905865096
Scots pine ,PITA_000020108,MA_8827g0010,,AT4G13370.1,,Plant protein of unknown function (DUF936),SHADE>SUN,34.31146184,-0.487170826,0.268271586,-1.815961327,0.069376305,0.31375624
Norway spruce,,MA_89176g0010,GO:0016740,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE<SUN,120.318263,2.417566606,0.411053019,5.881398494,4.07E-09,4.60E-07
Scots pine ,PITA_000075833,MA_89176g0010,GO:0016740,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE<SUN,46.42713614,0.880591211,0.856900072,1.027647493,0.304115675,0.716403863
Scots pine ,PITA_000024207,MA_89176g0010,GO:0016740,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE>SUN,56.12523369,-0.567542792,0.305762626,-1.856154884,0.063431485,0.296846202
Norway spruce,,MA_8921185g0010,,AT3G12500.1,ATHCHIB,,,,,,,,
Scots pine ,PITA_000038749,MA_8921185g0010,,AT3G12500.1,ATHCHIB,,,,,,,,
Norway spruce,,MA_8992661g0010,GO:0008356,AT1G46264.1,AT-HSFB4,,,,,,,,
Scots pine ,PITA_000011691,MA_8992661g0010,GO:0008356,AT1G46264.1,AT-HSFB4,,,,,,,,
Norway spruce,,MA_9040859g0010,,AT5G20480.1,EFR,EF-TU receptor,SHADE<SUN,1699.906475,1.530051265,0.321664374,4.756669965,1.97E-06,0.000114339
Scots pine ,PITA_000055914,MA_9040859g0010,,AT5G20480.1,EFR,EF-TU receptor,SHADE>SUN,31.0939683,-0.463411862,0.686096067,-0.675432908,0.499400764,0.83948656
Norway spruce,,MA_9068995g0010,,AT5G21960.1,,Integrase-type DNA-binding superfamily protein,SHADE<SUN,170.3083318,2.012573379,0.425920608,4.725231279,2.30E-06,0.000131324
Scots pine ,PITA_000061006,MA_9068995g0010,,AT5G21960.1,,Integrase-type DNA-binding superfamily protein,SHADE>SUN,81.48545266,-0.282342935,0.747748265,-0.377590892,0.705734531,0.93108301
Norway spruce,,MA_91467g0010,GO:0030570,AT4G24780.2,,Pectin lyase-like superfamily protein,SHADE<SUN,2108.239308,1.851045648,0.379575167,4.87662473,1.08E-06,6.69E-05
Scots pine ,PITA_000028830,MA_91467g0010,GO:0030570,AT4G24780.2,,Pectin lyase-like superfamily protein,SHADE>SUN,561.2471751,-0.566385631,0.589420609,-0.960919287,0.336592753,0.730295799
Scots pine ,PITA_000079222,MA_91467g0010,GO:0030570,AT4G24780.2,,Pectin lyase-like superfamily protein,SHADE>SUN,187.2812677,-0.953200888,0.854936112,-1.114938151,0.264876926,0.672239824
Norway spruce,,MA_921733g0010,GO:0006508,AT3G61820.1,,Eukaryotic aspartyl protease family protein,SHADE>SUN,239.1929433,-7.181427309,0.608236199,-11.80697123,3.59E-32,5.72E-29
Scots pine ,PITA_000085147,MA_921733g0010,GO:0006508,AT3G61820.1,,Eukaryotic aspartyl protease family protein,SHADE<SUN,51.26278859,0.545491527,0.745243812,0.731963846,0.464190635,0.818308568
Norway spruce,,MA_9222157g0010,,AT4G18593.1,,dual specificity protein phosphatase-related,SHADE<SUN,87.5222747,1.2572872,0.307349316,4.090743451,4.30E-05,0.001535444
Scots pine ,PITA_000060667,MA_9222157g0010,,AT4G18593.1,,dual specificity protein phosphatase-related,SHADE<SUN,143.6532901,0.121925584,0.312445845,0.390229493,0.696366854,0.928574005
Norway spruce,,MA_9267g0020,GO:0009835,AT5G65380.1,,MATE efflux family protein,SHADE<SUN,260.9865687,1.497344841,0.309897897,4.831736055,1.35E-06,8.18E-05
Scots pine ,PITA_000060044,MA_9267g0020,GO:0009835,AT5G65380.1,,MATE efflux family protein,SHADE<SUN,242.0745439,1.069033922,0.384973019,2.776906091,0.005487903,0.049173355
Norway spruce,,MA_92884g0010,GO:0005351,AT5G26340.1,ATSTP13,,,,,,,,
Scots pine ,PITA_000031932,MA_92884g0010,GO:0005351,AT5G26340.1,ATSTP13,,,,,,,,
Norway spruce,,MA_93032g0010,GO:0003824,AT2G39420.1,,alpha/beta-Hydrolases superfamily protein,SHADE>SUN,97.51865797,-1.150219759,0.231083479,-4.977507549,6.44E-07,4.23E-05
Scots pine ,PITA_000061638,MA_93032g0010,GO:0003824,AT2G39420.1,,alpha/beta-Hydrolases superfamily protein,SHADE>SUN,41.02802575,-0.608463041,0.650264914,-0.935715626,0.349419623,0.730295799
Norway spruce,,MA_93105g0010,,AT1G53300.1,TTL1,tetratricopetide-repeat thioredoxin-like 1,SHADE>SUN,27.8576293,-1.866147527,0.390305352,-4.781250155,1.74E-06,0.000103087
Scots pine ,PITA_000001987,MA_93105g0010,,AT1G53300.1,TTL1,tetratricopetide-repeat thioredoxin-like 1,SHADE>SUN,65.68618996,-0.275800153,0.194985115,-1.414467734,0.157224615,0.512099791
Norway spruce,,MA_93206g0010,GO:0000287,AT1G01050.1,AtPPa1,,,,,,,,
Scots pine ,PITA_000003930,MA_93206g0010,GO:0000287,AT1G01050.1,AtPPa1,,,,,,,,
Scots pine ,PITA_000005911,MA_93206g0010,GO:0000287,AT1G01050.1,AtPPa1,,,,,,,,
Norway spruce,,MA_9332669g0010,GO:0009873,AT1G32780.1,,GroES-like zinc-binding dehydrogenase family protein,SHADE<SUN,360.9511872,1.867153439,0.454451705,4.10858496,3.98E-05,0.00144267
Scots pine ,PITA_000046866,MA_9332669g0010,GO:0009873,AT1G32780.1,,GroES-like zinc-binding dehydrogenase family protein,SHADE<SUN,173.0126033,0.792637353,0.706283194,1.122265629,0.261749516,0.668397406
Scots pine ,PITA_000000858,MA_9332669g0010,GO:0009873,AT1G32780.1,,GroES-like zinc-binding dehydrogenase family protein,SHADE>SUN,33.03654495,-0.230376418,0.645391978,-0.356955813,0.721124886,0.934272048
Scots pine ,PITA_000000859,MA_9332669g0010,GO:0009873,AT1G32780.1,,GroES-like zinc-binding dehydrogenase family protein,SHADE>SUN,36.95200938,-0.340381525,0.687664407,-0.494982031,0.620612804,0.900606499
Norway spruce,,MA_93628g0020,GO:0000786,AT5G02560.1,HTA12,histone H2A 12,SHADE>SUN,50.57861403,-1.684058935,0.30718987,-5.482143448,4.20E-08,3.75E-06
Scots pine ,PITA_000046208,MA_93628g0020,GO:0000786,AT5G02560.1,HTA12,histone H2A 12,SHADE>SUN,347.6226373,-0.331784473,0.513924524,-0.645589882,0.518544992,0.852381879
Scots pine ,PITA_000023522,MA_93628g0020,GO:0000786,AT5G02560.1,HTA12,histone H2A 12,SHADE>SUN,189.9735883,-0.383711142,0.762992422,-0.502902953,0.615032505,0.898604831
Scots pine ,PITA_000076950,MA_93628g0020,GO:0000786,AT5G02560.1,HTA12,histone H2A 12,SHADE>SUN,26.89217373,-0.568153706,0.645935413,-0.879582843,0.379085337,0.752174596
Norway spruce,,MA_93690g0010,GO:0016020,AT5G15290.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,27.36586932,-1.747340507,0.381299561,-4.582592491,4.59E-06,0.000241714
Scots pine ,PITA_000064068,MA_93690g0010,GO:0016020,AT5G15290.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,49.86124137,-0.451990303,0.30630194,-1.475636439,0.140041518,0.48050715
Scots pine ,PITA_000030332,MA_93690g0010,GO:0016020,AT5G15290.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,44.71911469,-0.54424288,0.294712778,-1.84668912,0.064792209,0.300978863
Scots pine ,PITA_000061911,MA_93690g0010,GO:0016020,AT5G15290.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,46.79725126,-0.548872902,0.281932819,-1.946821599,0.051556127,0.259071243
Scots pine ,PITA_000077570,MA_93690g0010,GO:0016020,AT5G15290.1,,Uncharacterised protein family (UPF0497),SHADE>SUN,46.55515445,-0.592053557,0.556600019,-1.063696616,0.287466158,0.699747671
Norway spruce,,MA_9373163g0010,GO:0008152,AT1G20160.2,ATSBT5.2,Subtilisin-like serine endopeptidase family protein,SHADE<SUN,350.4288111,1.65867829,0.429689649,3.860177443,0.000113305,0.003448426
Scots pine ,PITA_000056668,MA_9373163g0010,GO:0008152,AT1G20160.2,ATSBT5.2,Subtilisin-like serine endopeptidase family protein,SHADE<SUN,203.7015618,0.309726229,0.759995108,0.407537135,0.683613526,0.923896059
Norway spruce,,MA_9401071g0010,GO:0003924,AT1G10630.1,ARFA1F,,,,,,,,
Scots pine ,PITA_000008187,MA_9401071g0010,GO:0003924,AT1G10630.1,ARFA1F,,,,,,,,
Norway spruce,,MA_94094g0010,GO:0006261,AT3G25100.1,CDC45,cell division cycle 45,SHADE<SUN,306.2104553,0.9913365,0.247707043,4.00205214,6.28E-05,0.002114726
Scots pine ,PITA_000043419,MA_94094g0010,GO:0006261,AT3G25100.1,CDC45,cell division cycle 45,SHADE<SUN,165.1665367,0.064376152,0.546464334,0.117804856,0.906222282,0.985452396
Scots pine ,PITA_000032978,MA_94094g0010,GO:0006261,AT3G25100.1,CDC45,cell division cycle 45,SHADE<SUN,175.6207698,0.189168267,0.24758723,0.764046947,0.444839266,0.804791665
Norway spruce,,MA_94328g0020,GO:0000786,AT1G54690.1,G-H2AX,,,,,,,,
Scots pine ,PITA_000008893,MA_94328g0020,GO:0000786,AT1G54690.1,G-H2AX,,,,,,,,
Scots pine ,PITA_000072630,MA_94328g0020,GO:0000786,AT1G54690.1,G-H2AX,,,,,,,,
Scots pine ,PITA_000083482,MA_94328g0020,GO:0000786,AT1G54690.1,G-H2AX,,,,,,,,
Scots pine ,PITA_000094804,MA_94328g0020,GO:0000786,AT1G54690.1,G-H2AX,,,,,,,,
Norway spruce,,MA_9461665g0010,,AT5G12900.1,,unknown,SHADE>SUN,129.0039244,-1.360874105,0.20665817,-6.585145432,4.54E-11,7.53E-09
Scots pine ,PITA_000093127,MA_9461665g0010,,AT5G12900.1,,unknown,SHADE<SUN,139.7911474,0.065198006,0.14151251,0.460722565,0.644997664,0.910062568
Scots pine ,PITA_000079856,MA_9461665g0010,,AT5G12900.1,,unknown,SHADE>SUN,103.0477993,-0.020358995,0.165386812,-0.123099267,0.902028492,0.984387773
Norway spruce,,MA_94789g0010,GO:0008430,AT4G14030.2,SBP1,selenium-binding protein 1,SHADE>SUN,82.39976817,-1.601986972,0.278586656,-5.750408137,8.90E-09,9.26E-07
Scots pine ,PITA_000014875,MA_94789g0010,GO:0008430,AT4G14030.2,SBP1,selenium-binding protein 1,SHADE<SUN,144.7342259,0.504643353,0.439870064,1.147255508,0.251276037,0.656184993
Norway spruce,,MA_94821g0010,GO:0005622,AT1G22110.1,,structural constituent of ribosome,SHADE<SUN,527.1174957,1.295836664,0.183711703,7.05364244,1.74E-12,3.63E-10
Scots pine ,PITA_000034946,MA_94821g0010,GO:0005622,AT1G22110.1,,structural constituent of ribosome,SHADE>SUN,38.01950321,-0.640346577,0.572478596,-1.118551124,0.263331684,0.670247716
Norway spruce,,MA_95364g0010,GO:0005516,AT5G20810.1,,SAUR-like auxin-responsive protein family ,SHADE<SUN,1959.158138,2.205835486,0.266080654,8.290100975,1.13E-16,4.22E-14
Scots pine ,PITA_000037726,MA_95364g0010,GO:0005516,AT5G20810.1,,SAUR-like auxin-responsive protein family ,SHADE<SUN,147.6564565,0.003044885,0.659026068,0.00462028,0.996313563,0.99930902
Norway spruce,,MA_95383g0020,GO:0004521,AT2G02990.1,ATRNS1,,,,,,,,
Scots pine ,PITA_000093974,MA_95383g0020,GO:0004521,AT2G02990.1,ATRNS1,,,,,,,,
Scots pine ,PITA_000061563,MA_95383g0020,GO:0004521,AT2G02990.1,ATRNS1,,,,,,,,
Scots pine ,PITA_000049749,MA_95383g0020,GO:0004521,AT2G02990.1,ATRNS1,,,,,,,,
Scots pine ,PITA_000062058,MA_95383g0020,GO:0004521,AT2G02990.1,ATRNS1,,,,,,,,
Norway spruce,,MA_954115g0010,,AT5G66230.1,,Chalcone-flavanone isomerase family protein,SHADE<SUN,269.070712,0.888530283,0.212534405,4.180642101,2.91E-05,0.001112832
Scots pine ,PITA_000084925,MA_954115g0010,,AT5G66230.1,,Chalcone-flavanone isomerase family protein,SHADE<SUN,192.3639516,0.450468449,0.35641788,1.263877245,0.20627409,0.594722574
Norway spruce,,MA_95656g0010,GO:0004091,AT5G22810.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE>SUN,43.58385437,-1.634485188,0.347385479,-4.705105096,2.54E-06,0.000143408
Scots pine ,PITA_000044572,MA_95656g0010,GO:0004091,AT5G22810.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE>SUN,18.59306166,-0.710514796,0.72280917,-0.982990844,0.325611945,0.730295799
Scots pine ,PITA_000087012,MA_95656g0010,GO:0004091,AT5G22810.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE>SUN,90.14144431,-0.719724991,0.224289625,-3.20890897,0.001332397,0.015622077
Norway spruce,,MA_95738g0010,,AT5G20700.1,,Protein of unknown function (DUF581),SHADE<SUN,118.3199121,2.296335908,0.585909076,3.919270072,8.88E-05,0.002812691
Scots pine ,PITA_000076525,MA_95738g0010,,AT5G20700.1,,Protein of unknown function (DUF581),SHADE>SUN,44.72551027,-0.234847757,0.335433196,-0.700132724,0.483844421,0.829972679
Norway spruce,,MA_958274g0010,GO:0003824,AT3G02750.2,,Protein phosphatase 2C family protein,SHADE>SUN,73.00799976,-1.022352726,0.229270924,-4.459146888,8.23E-06,0.000391329
Scots pine ,PITA_000028650,MA_958274g0010,GO:0003824,AT3G02750.2,,Protein phosphatase 2C family protein,SHADE<SUN,82.12425659,0.188148527,0.215798739,0.871870373,0.383279098,0.754518753
Scots pine ,PITA_000079916,MA_958274g0010,GO:0003824,AT3G02750.2,,Protein phosphatase 2C family protein,SHADE>SUN,41.2067929,-0.182889003,0.268533772,-0.681065183,0.495830247,0.837333522
Scots pine ,PITA_000044547,MA_958274g0010,GO:0003824,AT3G02750.2,,Protein phosphatase 2C family protein,SHADE>SUN,72.94225332,-0.424455136,0.198420954,-2.139164873,0.032422318,0.187998101
